Année,situation,Genre,Domaine,Taux d’insertion,Part des emplois de niveau cadre,Part des emplois stables,Part des emplois à temps plein,Salaire brut annuel estimé,Part des diplômés boursiers dans la discipline,Taux de chômage national
2012,18 mois après le diplôme,hommes,"Sciences, technologies et santé",89.0,62.268107698141826,64.0,83.0,24200.0,32.80387685290764,10.1
2015,30 mois après le diplôme,femmes,"Sciences, technologies et santé",93.0,33.0,72.0,84.0,25300.0,31.0,8.6
2015,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",89.0,32.0,64.0,83.0,23400.0,34.0,8.6
2013,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",92.0,57.0,57.0,96.0,27300.0,24.0,9.9
2017,18 mois après le diplôme,femmes,"Sciences, technologies et santé",91.0,56.0,53.0,98.0,26700.0,40.0,7.8
2018,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",93.0,66.0,61.0,99.0,28800.0,34.0,7.8
2018,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",94.0,66.0,69.0,98.0,30000.0,34.0,7.8
2018,18 mois après le diplôme,hommes,"Sciences, technologies et santé",95.0,73.0,64.0,100.0,29600.0,37.0,7.8
2019,30 mois après le diplôme,femmes,"Sciences, technologies et santé",91.0,46.0,78.0,97.0,29600.0,38.0,7.2
2014,18 mois après le diplôme,hommes,"Sciences, technologies et santé",90.0,75.0,67.0,98.0,30000.0,34.0,9.3
2020,30 mois après le diplôme,femmes,"Sciences, technologies et santé",86.0,56.0,71.0,99.0,29600.0,36.0,6.9
2019,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",87.0,52.0,55.0,97.0,30100.0,34.0,7.2
2020,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",87.0,58.0,70.0,99.0,29600.0,34.0,6.9
2020,18 mois après le diplôme,hommes,"Sciences, technologies et santé",78.0,61.0,44.0,100.0,28900.0,31.0,6.9
2016,30 mois après le diplôme,hommes,"Sciences, technologies et santé",93.0,74.0,67.0,98.0,31200.0,32.0,8.5
2020,18 mois après le diplôme,femmes,"Sciences, technologies et santé",84.0,51.0,49.0,97.0,29600.0,36.0,6.9
2018,30 mois après le diplôme,femmes,"Sciences, technologies et santé",93.0,58.0,68.0,98.0,28900.0,30.0,7.8
2012,30 mois après le diplôme,hommes,"Sciences, technologies et santé",90.0,74.0,80.0,100.0,30700.0,32.80387685290764,10.1
2012,18 mois après le diplôme,hommes,"Sciences, technologies et santé",84.0,62.268107698141826,57.0,99.0,27900.0,32.80387685290764,10.1
2012,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",90.0,57.0,51.0,94.0,26500.0,23.0,10.1
2016,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",91.0,67.0,68.0,95.0,29800.0,34.0,8.5
2015,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",93.0,71.0,82.0,98.0,30900.0,31.0,8.6
2015,18 mois après le diplôme,hommes,"Sciences, technologies et santé",95.0,70.0,66.0,99.0,28700.0,35.0,8.6
2013,18 mois après le diplôme,femmes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,9.9
2013,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",94.0,67.0,69.0,96.0,28100.0,39.0,9.9
2014,30 mois après le diplôme,hommes,"Sciences, technologies et santé",86.0,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,20.0,9.3
2016,18 mois après le diplôme,femmes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.5
2012,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",87.0,54.0,74.0,100.0,27000.0,23.0,10.1
2016,30 mois après le diplôme,femmes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.5
2012,18 mois après le diplôme,femmes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,10.1
2012,30 mois après le diplôme,femmes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,10.1
2013,30 mois après le diplôme,hommes,Masters enseignement,98.0,86.0,92.0,95.0,28100.0,39.0,9.9
2017,18 mois après le diplôme,femmes et hommes,Masters enseignement,98.0,89.0,89.0,94.0,27100.0,16.0,7.8
2018,30 mois après le diplôme,hommes,Masters enseignement,98.0,89.0,86.0,94.0,28100.0,20.0,7.8
2013,30 mois après le diplôme,femmes,Masters enseignement,98.0,86.0,90.0,92.0,26600.0,40.0,9.9
2014,30 mois après le diplôme,hommes,Masters enseignement,98.0,89.0,89.0,95.0,28100.0,34.0,9.3
2013,18 mois après le diplôme,hommes,Masters enseignement,97.0,86.0,90.0,95.0,27300.0,39.0,9.9
2014,30 mois après le diplôme,femmes et hommes,Masters enseignement,97.0,87.0,89.0,92.0,27800.0,36.0,9.3
2014,18 mois après le diplôme,hommes,Masters enseignement,97.0,87.0,87.0,92.0,27300.0,34.0,9.3
2014,18 mois après le diplôme,femmes et hommes,Masters enseignement,97.0,86.0,86.0,91.0,26500.0,36.0,9.3
2019,30 mois après le diplôme,femmes,Masters enseignement,98.0,83.0,85.0,92.0,28100.0,21.0,7.2
2016,18 mois après le diplôme,femmes,Masters enseignement,98.0,90.0,91.0,93.0,27800.0,15.0,8.5
2015,30 mois après le diplôme,femmes et hommes,Masters enseignement,98.0,88.0,91.0,93.0,28200.0,19.0,8.6
2012,30 mois après le diplôme,femmes,Masters enseignement,97.0,81.0,86.0,91.0,26500.0,32.80387685290764,10.1
2017,30 mois après le diplôme,femmes et hommes,Masters enseignement,98.0,89.0,90.0,94.0,27900.0,16.0,7.8
2012,30 mois après le diplôme,femmes et hommes,Masters enseignement,97.0,82.0,86.0,91.0,26600.0,38.0,10.1
2015,18 mois après le diplôme,femmes,Masters enseignement,98.0,87.0,89.0,92.0,27300.0,18.0,8.6
2017,30 mois après le diplôme,hommes,"Sciences, technologies et santé",95.0,95.0,90.0,99.0,39000.0,39.0,7.8
2011,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",96.0,89.0,89.0,98.0,33500.0,29.0,9.7
2015,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",96.0,92.0,86.0,99.0,37800.0,35.0,8.6
2017,30 mois après le diplôme,femmes,"Sciences, technologies et santé",98.0,96.0,89.0,100.0,37400.0,35.0,7.8
2015,18 mois après le diplôme,femmes,"Sciences, technologies et santé",94.0,94.0,72.0,100.0,32400.0,35.0,8.6
2017,18 mois après le diplôme,hommes,"Sciences, technologies et santé",97.0,91.0,87.0,100.0,32800.0,30.0,7.8
2018,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",95.0,90.0,90.0,98.0,34700.0,35.0,7.8
2018,18 mois après le diplôme,femmes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2014,30 mois après le diplôme,femmes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,9.3
2014,30 mois après le diplôme,hommes,"Sciences, technologies et santé",97.0,93.0,81.0,100.0,37600.0,22.0,9.3
2018,18 mois après le diplôme,hommes,"Sciences, technologies et santé",90.0,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,39.0,7.8
2020,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",96.0,96.0,86.0,100.0,36600.0,30.0,6.9
2015,30 mois après le diplôme,hommes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.6
2020,18 mois après le diplôme,femmes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,6.9
2018,30 mois après le diplôme,hommes,"Sciences, technologies et santé",97.0,90.0,87.0,96.0,29569.70041714069,39.0,7.8
2017,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",95.0,94.0,88.0,100.0,37400.0,33.0,7.8
2012,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",90.0,88.0,63.0,98.0,32200.0,32.0,10.1
2018,30 mois après le diplôme,femmes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2015,18 mois après le diplôme,femmes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.6
2015,18 mois après le diplôme,hommes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.6
2013,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",87.0,76.0,75.0,98.0,31200.0,28.0,9.9
2017,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",94.0,86.0,83.0,99.0,32000.0,30.0,7.8
2018,30 mois après le diplôme,femmes,"Sciences, technologies et santé",89.0,80.0,89.0,100.0,33600.0,32.0,7.8
2018,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",92.0,86.0,85.0,100.0,33200.0,28.0,7.8
2019,30 mois après le diplôme,hommes,"Sciences, technologies et santé",94.0,86.0,91.0,99.0,35200.0,30.0,7.2
2019,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",94.0,85.0,89.0,99.0,34600.0,30.0,7.2
2020,18 mois après le diplôme,femmes,"Sciences, technologies et santé",93.0,72.0,80.0,98.0,35900.0,26.0,6.9
2019,18 mois après le diplôme,hommes,"Sciences, technologies et santé",87.0,84.0,85.0,99.0,35200.0,30.0,7.2
2019,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",89.0,81.0,83.0,99.0,34600.0,30.0,7.2
2016,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",92.0,82.0,80.0,99.0,31300.0,27.0,8.5
2017,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",95.0,88.0,92.0,100.0,34600.0,30.0,7.8
2015,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",92.0,80.0,77.0,99.0,31200.0,28.0,8.6
2013,18 mois après le diplôme,femmes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,9.9
2013,30 mois après le diplôme,hommes,"Sciences, technologies et santé",93.0,90.0,86.0,100.0,32500.0,39.0,9.9
2017,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",94.0,96.0,88.0,99.0,33200.0,40.0,7.8
2018,30 mois après le diplôme,hommes,"Sciences, technologies et santé",91.0,93.0,92.0,99.0,35900.0,37.0,7.8
2013,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",94.0,90.0,87.0,100.0,32200.0,39.0,9.9
2018,18 mois après le diplôme,femmes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2014,18 mois après le diplôme,femmes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,9.3
2020,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",97.0,89.0,92.0,99.0,37400.0,30.0,6.9
2016,30 mois après le diplôme,hommes,"Sciences, technologies et santé",96.0,92.0,93.0,99.0,34900.0,34.0,8.5
2012,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",91.0,87.0,93.0,99.0,33500.0,27.0,10.1
2016,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",95.0,92.0,93.0,99.0,34900.0,35.0,8.5
2012,18 mois après le diplôme,femmes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,10.1
2012,30 mois après le diplôme,femmes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,10.1
2015,30 mois après le diplôme,femmes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.6
2012,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",87.0,89.0,87.0,98.0,32100.0,27.0,10.1
2012,30 mois après le diplôme,hommes,"Sciences, technologies et santé",91.0,87.0,93.0,99.0,33800.0,32.80387685290764,10.1
2015,18 mois après le diplôme,hommes,"Sciences, technologies et santé",94.0,92.0,83.0,100.0,31600.0,34.0,8.6
2017,18 mois après le diplôme,hommes,"Sciences, technologies et santé",96.0,90.0,89.0,99.0,32500.0,37.0,7.8
2013,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",92.0,70.0,75.0,99.0,31200.0,32.0,9.9
2014,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",93.0,80.0,89.0,98.0,32700.0,41.0,9.3
2018,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",97.0,82.0,88.0,100.0,33600.0,32.0,7.8
2019,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",98.0,87.0,94.0,100.0,34500.0,36.0,7.2
2014,18 mois après le diplôme,hommes,"Sciences, technologies et santé",91.0,78.0,75.0,98.0,30900.0,42.0,9.3
2019,18 mois après le diplôme,femmes,"Sciences, technologies et santé",94.0,78.0,87.0,100.0,34000.0,31.0,7.2
2020,30 mois après le diplôme,hommes,"Sciences, technologies et santé",97.0,81.0,95.0,99.0,36700.0,38.0,6.9
2016,18 mois après le diplôme,femmes,"Sciences, technologies et santé",96.0,85.0,90.0,98.0,30900.0,32.0,8.5
2016,30 mois après le diplôme,hommes,"Sciences, technologies et santé",96.0,77.0,96.0,100.0,33800.0,38.0,8.5
2012,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",91.0,76.0,88.0,99.0,32400.0,41.0,10.1
2011,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",94.0,86.0,89.0,99.0,33700.0,29.0,9.7
2018,30 mois après le diplôme,femmes,"Sciences, technologies et santé",96.0,88.0,90.0,100.0,35900.0,35.0,7.8
2016,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",97.0,78.0,95.0,100.0,33800.0,37.0,8.5
2015,18 mois après le diplôme,hommes,"Sciences, technologies et santé",94.0,78.0,79.0,98.0,31200.0,33.0,8.6
2017,18 mois après le diplôme,hommes,"Sciences, technologies et santé",94.0,83.0,76.0,100.0,32000.0,24.0,7.8
2014,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",90.0,77.0,83.0,98.0,32500.0,30.0,9.3
2014,30 mois après le diplôme,femmes,"Sciences, technologies et santé",90.0,68.0,82.0,99.0,32200.0,31.0,9.3
2019,18 mois après le diplôme,femmes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.2
2020,30 mois après le diplôme,hommes,"Sciences, technologies et santé",88.0,88.0,95.0,98.0,34900.0,28.0,6.9
2016,18 mois après le diplôme,hommes,"Sciences, technologies et santé",91.0,78.0,75.0,100.0,32000.0,29.0,8.5
2016,30 mois après le diplôme,hommes,"Sciences, technologies et santé",96.0,69.0,90.0,99.0,33800.0,29.0,8.5
2012,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",88.0,73.0,69.0,98.0,29600.0,35.0,10.1
2015,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",94.0,78.0,82.0,98.0,31300.0,31.0,8.6
2012,30 mois après le diplôme,femmes,"Sciences, technologies et santé",87.0,61.0,78.0,100.0,31200.0,32.80387685290764,10.1
2012,30 mois après le diplôme,hommes,"Sciences, technologies et santé",91.0,83.0,83.0,99.0,31400.0,32.80387685290764,10.1
2015,18 mois après le diplôme,hommes,"Sciences, technologies et santé",93.0,80.0,67.0,99.0,30400.0,32.0,8.6
2013,18 mois après le diplôme,femmes,"Sciences, technologies et santé",95.0,83.0,70.0,100.0,31300.0,33.0,9.9
2014,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",87.0,86.0,75.0,100.0,31200.0,29.0,9.3
2019,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",84.0,83.0,80.0,98.0,34300.0,36.0,7.2
2019,18 mois après le diplôme,femmes,"Sciences, technologies et santé",89.0,83.0,68.0,98.0,34300.0,47.0,7.2
2020,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",93.0,88.0,93.0,98.0,37100.0,27.0,6.9
2020,18 mois après le diplôme,femmes,"Sciences, technologies et santé",89.0,72.0,80.0,99.0,37000.0,23.0,6.9
2015,30 mois après le diplôme,hommes,"Sciences, technologies et santé",95.0,90.0,93.0,100.0,34300.0,28.0,8.6
2012,18 mois après le diplôme,hommes,"Sciences, technologies et santé",91.0,62.268107698141826,79.0,98.0,31200.0,32.80387685290764,10.1
2016,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",96.0,90.0,93.0,99.0,34300.0,28.0,8.5
2015,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",90.0,86.0,84.0,99.0,31600.0,28.0,8.6
2013,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",86.0,71.0,74.0,98.0,31200.0,18.0,9.9
2013,30 mois après le diplôme,hommes,"Sciences, technologies et santé",92.0,79.0,86.0,99.0,33400.0,18.0,9.9
2019,30 mois après le diplôme,femmes,"Sciences, technologies et santé",94.0,72.0,83.0,98.0,33200.0,10.0,7.2
2014,18 mois après le diplôme,femmes,"Sciences, technologies et santé",89.0,67.0,64.0,98.0,30700.0,26.0,9.3
2020,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",91.0,71.0,75.0,100.0,36200.0,13.0,6.9
2020,30 mois après le diplôme,femmes,"Sciences, technologies et santé",99.0,65.0,90.0,98.0,34900.0,13.0,6.9
2012,18 mois après le diplôme,hommes,"Sciences, technologies et santé",90.0,62.268107698141826,77.0,99.0,32100.0,32.80387685290764,10.1
2017,30 mois après le diplôme,hommes,"Sciences, technologies et santé",96.0,88.0,89.0,99.0,35400.0,21.0,7.8
2012,30 mois après le diplôme,femmes,"Sciences, technologies et santé",93.0,69.0,82.0,97.0,31300.0,32.80387685290764,10.1
2017,18 mois après le diplôme,femmes,"Sciences, technologies et santé",96.0,88.0,84.0,98.0,32100.0,35.0,7.8
2014,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",97.0,93.0,93.0,99.0,33500.0,31.0,9.3
2019,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",95.0,88.0,95.0,98.0,36900.0,29.0,7.2
2020,18 mois après le diplôme,femmes,"Sciences, technologies et santé",95.0,89.0,90.0,99.0,38500.0,27.0,6.9
2019,18 mois après le diplôme,hommes,"Sciences, technologies et santé",93.0,88.0,93.0,99.0,37100.0,28.0,7.2
2016,18 mois après le diplôme,femmes,"Sciences, technologies et santé",92.0,87.0,88.0,98.0,30900.0,26.0,8.5
2015,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",97.0,92.0,94.0,99.0,34300.0,34.0,8.6
2012,30 mois après le diplôme,hommes,"Sciences, technologies et santé",95.0,92.0,94.0,100.0,33200.0,32.80387685290764,10.1
2015,18 mois après le diplôme,hommes,"Sciences, technologies et santé",96.0,92.0,92.0,99.0,31500.0,34.0,8.6
2018,30 mois après le diplôme,femmes,"Sciences, technologies et santé",93.0,55.0,77.0,91.0,28100.0,36.0,7.8
2013,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",90.0,52.0,62.0,91.0,27000.0,28.0,9.9
2018,18 mois après le diplôme,femmes,"Sciences, technologies et santé",92.0,52.0,67.0,91.0,27000.0,36.0,7.8
2014,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",92.0,62.0,73.0,92.0,28900.0,29.0,9.3
2019,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",94.0,56.0,82.0,95.0,30400.0,31.0,7.2
2020,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",90.0,51.0,71.0,88.0,31200.0,32.0,6.9
2019,18 mois après le diplôme,femmes,"Sciences, technologies et santé",90.0,45.0,66.0,91.0,28700.0,32.0,7.2
2018,30 mois après le diplôme,hommes,"Sciences, technologies et santé",92.0,61.0,81.0,92.0,31200.0,33.0,7.8
2017,18 mois après le diplôme,hommes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2018,18 mois après le diplôme,hommes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2014,18 mois après le diplôme,femmes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,9.3
2016,18 mois après le diplôme,femmes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.5
2015,30 mois après le diplôme,hommes,"Sciences, technologies et santé",95.0,69.0,68.0,96.0,29600.0,33.0,8.6
2017,30 mois après le diplôme,femmes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2012,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",92.0,66.0,74.0,97.0,31200.0,28.0,10.1
2019,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",87.0,50.0,31.0,71.0,23600.0,34.0,7.2
2015,18 mois après le diplôme,hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.6
2015,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.6
2020,18 mois après le diplôme,femmes,"Lettres, langues, arts",86.0,49.0,55.0,93.0,29600.0,44.0,6.9
2020,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",85.0,52.0,57.0,93.0,30400.0,42.0,6.9
2017,30 mois après le diplôme,hommes,"Lettres, langues, arts",80.0,54.0,68.0,87.0,26500.0,38.0,7.8
2020,18 mois après le diplôme,hommes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,6.9
2016,18 mois après le diplôme,hommes,"Lettres, langues, arts",84.0,62.268107698141826,65.86825688073394,62.0,29569.70041714069,31.0,8.5
2012,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",89.0,51.0,71.0,86.0,25700.0,38.0,10.1
2016,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",86.0,38.0,66.0,79.0,22600.0,40.0,8.5
2017,30 mois après le diplôme,femmes,"Lettres, langues, arts",90.0,33.0,62.0,88.0,23400.0,44.0,7.8
2017,18 mois après le diplôme,hommes,"Lettres, langues, arts",87.0,34.0,66.0,97.0,26500.0,44.0,7.8
2013,30 mois après le diplôme,femmes,"Lettres, langues, arts",89.0,34.0,76.0,95.0,26400.0,42.0,9.9
2018,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",86.0,39.0,68.0,94.0,27300.0,45.0,7.8
2014,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",89.0,37.0,74.0,96.0,27000.0,48.0,9.3
2014,18 mois après le diplôme,hommes,"Lettres, langues, arts",80.0,37.0,53.0,94.0,27200.0,48.0,9.3
2019,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",91.0,52.0,79.0,97.0,29900.0,47.0,7.2
2020,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",88.0,46.0,67.0,95.0,31200.0,47.0,6.9
2020,18 mois après le diplôme,femmes,"Lettres, langues, arts",90.0,44.0,65.0,94.0,31200.0,46.0,6.9
2015,30 mois après le diplôme,femmes,"Lettres, langues, arts",90.0,35.0,73.0,93.0,27300.0,45.0,8.6
2012,30 mois après le diplôme,femmes,"Lettres, langues, arts",87.0,30.0,72.0,95.0,25900.0,32.80387685290764,10.1
2011,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",87.0,42.0,71.0,93.0,27000.0,29.0,9.7
2012,18 mois après le diplôme,femmes,"Lettres, langues, arts",84.0,62.268107698141826,57.0,94.0,23700.0,32.80387685290764,10.1
2020,18 mois après le diplôme,femmes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,6.9
2016,18 mois après le diplôme,femmes,"Lettres, langues, arts",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.5
2012,30 mois après le diplôme,femmes,"Lettres, langues, arts",90.0,61.0,71.0,80.0,26900.0,32.80387685290764,10.1
2012,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",87.0,61.0,69.0,81.0,26900.0,36.0,10.1
2018,18 mois après le diplôme,hommes,"Lettres, langues, arts",93.0,73.0,42.0,71.0,29569.70041714069,20.0,7.8
2016,18 mois après le diplôme,femmes,"Lettres, langues, arts",89.0,58.0,52.0,74.0,23400.0,37.0,8.5
2015,30 mois après le diplôme,hommes,"Lettres, langues, arts",84.0,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,22.0,8.6
2017,30 mois après le diplôme,femmes,"Lettres, langues, arts",89.0,71.0,60.0,84.0,26900.0,40.0,7.8
2018,30 mois après le diplôme,hommes,"Lettres, langues, arts",90.0,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,20.0,7.8
2011,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",89.0,48.0,62.0,82.0,25000.0,29.0,9.7
2016,30 mois après le diplôme,femmes,"Lettres, langues, arts",91.0,61.0,59.0,80.0,25000.0,37.0,8.5
2015,18 mois après le diplôme,femmes,"Lettres, langues, arts",87.0,43.0,44.0,75.0,23400.0,42.0,8.6
2013,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",84.0,48.0,56.0,84.0,25000.0,25.0,9.9
2013,18 mois après le diplôme,femmes,"Lettres, langues, arts",84.0,48.0,57.0,85.0,24800.0,26.0,9.9
2014,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",91.0,52.0,71.0,91.0,28200.0,35.0,9.3
2018,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",86.0,54.0,61.0,90.0,29569.70041714069,34.0,7.8
2018,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",76.0,45.0,59.0,92.0,26500.0,44.0,7.8
2014,18 mois après le diplôme,femmes,"Lettres, langues, arts",86.0,41.0,40.0,82.0,23400.0,40.0,9.3
2013,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts",82.0,42.0,43.0,82.0,22500.0,26.0,9.9
2018,30 mois après le diplôme,femmes,"Lettres, langues, arts",82.0,44.0,66.0,83.0,26500.0,35.0,7.8
2015,30 mois après le diplôme,hommes,Sciences humaines et sociales,86.0,61.0,63.0,91.0,28200.0,33.0,8.6
2016,30 mois après le diplôme,femmes,Sciences humaines et sociales,89.0,62.0,59.0,84.0,26500.0,37.0,8.5
2018,30 mois après le diplôme,hommes,Sciences humaines et sociales,85.0,64.0,62.0,91.0,30300.0,34.0,7.8
2014,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,76.0,38.0,38.0,82.0,23400.0,38.0,9.3
2019,30 mois après le diplôme,femmes,Sciences humaines et sociales,87.0,41.0,49.0,90.0,26500.0,41.0,7.2
